AreaCode,LSOA_Name,BoroughName
E01000001,City of London 001A,City of London
E01000002,City of London 001B,City of London
E01000003,City of London 001C,City of London
E01000005,City of London 001E,City of London
E01032739,City of London 001F,City of London
E01032740,City of London 001G,City of London
E01000006,Barking and Dagenham 016A,Barking and Dagenham
E01000007,Barking and Dagenham 015A,Barking and Dagenham
E01000008,Barking and Dagenham 015B,Barking and Dagenham
E01000009,Barking and Dagenham 016B,Barking and Dagenham
E01000010,Barking and Dagenham 015C,Barking and Dagenham
E01000011,Barking and Dagenham 016C,Barking and Dagenham
E01000012,Barking and Dagenham 015D,Barking and Dagenham
E01000013,Barking and Dagenham 013A,Barking and Dagenham
E01000014,Barking and Dagenham 013B,Barking and Dagenham
E01000015,Barking and Dagenham 009A,Barking and Dagenham
E01000016,Barking and Dagenham 009B,Barking and Dagenham
E01000017,Barking and Dagenham 009C,Barking and Dagenham
E01000018,Barking and Dagenham 009D,Barking and Dagenham
E01000019,Barking and Dagenham 023A,Barking and Dagenham
E01000020,Barking and Dagenham 023B,Barking and Dagenham
E01000021,Barking and Dagenham 008A,Barking and Dagenham
E01000022,Barking and Dagenham 008B,Barking and Dagenham
E01000023,Barking and Dagenham 008C,Barking and Dagenham
E01000024,Barking and Dagenham 008D,Barking and Dagenham
E01000025,Barking and Dagenham 008E,Barking and Dagenham
E01000027,Barking and Dagenham 001A,Barking and Dagenham
E01000028,Barking and Dagenham 001B,Barking and Dagenham
E01000029,Barking and Dagenham 001C,Barking and Dagenham
E01000030,Barking and Dagenham 001D,Barking and Dagenham
E01000031,Barking and Dagenham 002A,Barking and Dagenham
E01000032,Barking and Dagenham 002B,Barking and Dagenham
E01000033,Barking and Dagenham 006A,Barking and Dagenham
E01000034,Barking and Dagenham 003A,Barking and Dagenham
E01000035,Barking and Dagenham 010A,Barking and Dagenham
E01000036,Barking and Dagenham 010B,Barking and Dagenham
E01000037,Barking and Dagenham 003B,Barking and Dagenham
E01000038,Barking and Dagenham 003C,Barking and Dagenham
E01000039,Barking and Dagenham 003D,Barking and Dagenham
E01000040,Barking and Dagenham 019A,Barking and Dagenham
E01000041,Barking and Dagenham 017A,Barking and Dagenham
E01000042,Barking and Dagenham 017B,Barking and Dagenham
E01000043,Barking and Dagenham 019B,Barking and Dagenham
E01000044,Barking and Dagenham 016D,Barking and Dagenham
E01000045,Barking and Dagenham 017C,Barking and Dagenham
E01000046,Barking and Dagenham 017D,Barking and Dagenham
E01000048,Barking and Dagenham 021B,Barking and Dagenham
E01000049,Barking and Dagenham 021C,Barking and Dagenham
E01000050,Barking and Dagenham 019C,Barking and Dagenham
E01000051,Barking and Dagenham 021D,Barking and Dagenham
E01000052,Barking and Dagenham 019D,Barking and Dagenham
E01000053,Barking and Dagenham 020A,Barking and Dagenham
E01000054,Barking and Dagenham 018A,Barking and Dagenham
E01000055,Barking and Dagenham 018B,Barking and Dagenham
E01000056,Barking and Dagenham 018C,Barking and Dagenham
E01000057,Barking and Dagenham 012A,Barking and Dagenham
E01000058,Barking and Dagenham 018D,Barking and Dagenham
E01000059,Barking and Dagenham 013C,Barking and Dagenham
E01000060,Barking and Dagenham 006B,Barking and Dagenham
E01000061,Barking and Dagenham 006C,Barking and Dagenham
E01000062,Barking and Dagenham 006D,Barking and Dagenham
E01000063,Barking and Dagenham 004A,Barking and Dagenham
E01000064,Barking and Dagenham 006E,Barking and Dagenham
E01000065,Barking and Dagenham 007A,Barking and Dagenham
E01000066,Barking and Dagenham 011A,Barking and Dagenham
E01000067,Barking and Dagenham 011B,Barking and Dagenham
E01000068,Barking and Dagenham 016E,Barking and Dagenham
E01000069,Barking and Dagenham 011C,Barking and Dagenham
E01000070,Barking and Dagenham 011D,Barking and Dagenham
E01000071,Barking and Dagenham 011E,Barking and Dagenham
E01000072,Barking and Dagenham 017E,Barking and Dagenham
E01000073,Barking and Dagenham 012B,Barking and Dagenham
E01000074,Barking and Dagenham 012C,Barking and Dagenham
E01000075,Barking and Dagenham 012D,Barking and Dagenham
E01000076,Barking and Dagenham 012E,Barking and Dagenham
E01000077,Barking and Dagenham 008F,Barking and Dagenham
E01000078,Barking and Dagenham 007B,Barking and Dagenham
E01000079,Barking and Dagenham 009E,Barking and Dagenham
E01000080,Barking and Dagenham 007C,Barking and Dagenham
E01000081,Barking and Dagenham 007D,Barking and Dagenham
E01000082,Barking and Dagenham 007E,Barking and Dagenham
E01000083,Barking and Dagenham 007F,Barking and Dagenham
E01000084,Barking and Dagenham 013D,Barking and Dagenham
E01000085,Barking and Dagenham 013E,Barking and Dagenham
E01000086,Barking and Dagenham 013F,Barking and Dagenham
E01000087,Barking and Dagenham 020B,Barking and Dagenham
E01000088,Barking and Dagenham 020C,Barking and Dagenham
E01000089,Barking and Dagenham 020D,Barking and Dagenham
E01000090,Barking and Dagenham 020E,Barking and Dagenham
E01000091,Barking and Dagenham 022A,Barking and Dagenham
E01000092,Barking and Dagenham 019E,Barking and Dagenham
E01000093,Barking and Dagenham 022B,Barking and Dagenham
E01000094,Barking and Dagenham 022C,Barking and Dagenham
E01000095,Barking and Dagenham 018E,Barking and Dagenham
E01000096,Barking and Dagenham 022D,Barking and Dagenham
E01000097,Barking and Dagenham 023C,Barking and Dagenham
E01000098,Barking and Dagenham 023D,Barking and Dagenham
E01000099,Barking and Dagenham 023E,Barking and Dagenham
E01000100,Barking and Dagenham 004B,Barking and Dagenham
E01000101,Barking and Dagenham 004C,Barking and Dagenham
E01000102,Barking and Dagenham 007G,Barking and Dagenham
E01000103,Barking and Dagenham 014A,Barking and Dagenham
E01000104,Barking and Dagenham 014B,Barking and Dagenham
E01000105,Barking and Dagenham 014C,Barking and Dagenham
E01000106,Barking and Dagenham 014D,Barking and Dagenham
E01000107,Barking and Dagenham 010C,Barking and Dagenham
E01000108,Barking and Dagenham 010D,Barking and Dagenham
E01000109,Barking and Dagenham 004D,Barking and Dagenham
E01000110,Barking and Dagenham 002C,Barking and Dagenham
E01000111,Barking and Dagenham 002D,Barking and Dagenham
E01000112,Barking and Dagenham 002E,Barking and Dagenham
E01000113,Barking and Dagenham 002F,Barking and Dagenham
E01000114,Barking and Dagenham 004E,Barking and Dagenham
E01032580,Barking and Dagenham 023F,Barking and Dagenham
E01033587,Barking and Dagenham 021E,Barking and Dagenham
E01033588,Barking and Dagenham 021F,Barking and Dagenham
E01000115,Barnet 009A,Barnet
E01000116,Barnet 009B,Barnet
E01000117,Barnet 010A,Barnet
E01000118,Barnet 010B,Barnet
E01000119,Barnet 009C,Barnet
E01000120,Barnet 009D,Barnet
E01000121,Barnet 010C,Barnet
E01000122,Barnet 009E,Barnet
E01000123,Barnet 010D,Barnet
E01000124,Barnet 010E,Barnet
E01000125,Barnet 024A,Barnet
E01000126,Barnet 026A,Barnet
E01000127,Barnet 024B,Barnet
E01000128,Barnet 024C,Barnet
E01000129,Barnet 024D,Barnet
E01000130,Barnet 021A,Barnet
E01000131,Barnet 024E,Barnet
E01000132,Barnet 021B,Barnet
E01000133,Barnet 021C,Barnet
E01000134,Barnet 024F,Barnet
E01000135,Barnet 038A,Barnet
E01000136,Barnet 038B,Barnet
E01000137,Barnet 041A,Barnet
E01000138,Barnet 040A,Barnet
E01000139,Barnet 041B,Barnet
E01000140,Barnet 041C,Barnet
E01000141,Barnet 039A,Barnet
E01000142,Barnet 040B,Barnet
E01000143,Barnet 041D,Barnet
E01000144,Barnet 038C,Barnet
E01000145,Barnet 037A,Barnet
E01000146,Barnet 038D,Barnet
E01000147,Barnet 030A,Barnet
E01000148,Barnet 030B,Barnet
E01000150,Barnet 036A,Barnet
E01000151,Barnet 026B,Barnet
E01000152,Barnet 026C,Barnet
E01000153,Barnet 026D,Barnet
E01000154,Barnet 026E,Barnet
E01000155,Barnet 030D,Barnet
E01000156,Barnet 022A,Barnet
E01000157,Barnet 022B,Barnet
E01000158,Barnet 015A,Barnet
E01000159,Barnet 015B,Barnet
E01000160,Barnet 015C,Barnet
E01000161,Barnet 015D,Barnet
E01000162,Barnet 015E,Barnet
E01000163,Barnet 022C,Barnet
E01000164,Barnet 022D,Barnet
E01000165,Barnet 022E,Barnet
E01000166,Barnet 003A,Barnet
E01000167,Barnet 002A,Barnet
E01000168,Barnet 003B,Barnet
E01000169,Barnet 003C,Barnet
E01000170,Barnet 006A,Barnet
E01000171,Barnet 006B,Barnet
E01000172,Barnet 003D,Barnet
E01000173,Barnet 006C,Barnet
E01000174,Barnet 006D,Barnet
E01000175,Barnet 006E,Barnet
E01000176,Barnet 027A,Barnet
E01000177,Barnet 029A,Barnet
E01000178,Barnet 027B,Barnet
E01000179,Barnet 029B,Barnet
E01000180,Barnet 029C,Barnet
E01000181,Barnet 029D,Barnet
E01000182,Barnet 029E,Barnet
E01000183,Barnet 033A,Barnet
E01000184,Barnet 027C,Barnet
E01000185,Barnet 029F,Barnet
E01000186,Barnet 014A,Barnet
E01000187,Barnet 014B,Barnet
E01000188,Barnet 014C,Barnet
E01000189,Barnet 014D,Barnet
E01000190,Barnet 014E,Barnet
E01000191,Barnet 014F,Barnet
E01000192,Barnet 018A,Barnet
E01000193,Barnet 018B,Barnet
E01000194,Barnet 018C,Barnet
E01000195,Barnet 013A,Barnet
E01000196,Barnet 028A,Barnet
E01000197,Barnet 023A,Barnet
E01000198,Barnet 025A,Barnet
E01000199,Barnet 025B,Barnet
E01000200,Barnet 028B,Barnet
E01000201,Barnet 028C,Barnet
E01000202,Barnet 028D,Barnet
E01000203,Barnet 028E,Barnet
E01000204,Barnet 025C,Barnet
E01000205,Barnet 035A,Barnet
E01000206,Barnet 033B,Barnet
E01000207,Barnet 033C,Barnet
E01000208,Barnet 033D,Barnet
E01000209,Barnet 035B,Barnet
E01000210,Barnet 033E,Barnet
E01000211,Barnet 035C,Barnet
E01000212,Barnet 035D,Barnet
E01000213,Barnet 033F,Barnet
E01000214,Barnet 038E,Barnet
E01000215,Barnet 037B,Barnet
E01000216,Barnet 035E,Barnet
E01000217,Barnet 035F,Barnet
E01000218,Barnet 037C,Barnet
E01000219,Barnet 037D,Barnet
E01000220,Barnet 037E,Barnet
E01000221,Barnet 039B,Barnet
E01000222,Barnet 040C,Barnet
E01000223,Barnet 039C,Barnet
E01000224,Barnet 040D,Barnet
E01000225,Barnet 037F,Barnet
E01000226,Barnet 018D,Barnet
E01000227,Barnet 018E,Barnet
E01000228,Barnet 007A,Barnet
E01000229,Barnet 013B,Barnet
E01000230,Barnet 013C,Barnet
E01000231,Barnet 013D,Barnet
E01000232,Barnet 013E,Barnet
E01000233,Barnet 013F,Barnet
E01000234,Barnet 021D,Barnet
E01000235,Barnet 021E,Barnet
E01000236,Barnet 034A,Barnet
E01000237,Barnet 032A,Barnet
E01000238,Barnet 034B,Barnet
E01000239,Barnet 031A,Barnet
E01000240,Barnet 031B,Barnet
E01000241,Barnet 031C,Barnet
E01000242,Barnet 032B,Barnet
E01000243,Barnet 032C,Barnet
E01000244,Barnet 032D,Barnet
E01000245,Barnet 032E,Barnet
E01000246,Barnet 002B,Barnet
E01000247,Barnet 002C,Barnet
E01000248,Barnet 001A,Barnet
E01000249,Barnet 001B,Barnet
E01000250,Barnet 001C,Barnet
E01000251,Barnet 002D,Barnet
E01000252,Barnet 002E,Barnet
E01000253,Barnet 007B,Barnet
E01000254,Barnet 001D,Barnet
E01000255,Barnet 017A,Barnet
E01000256,Barnet 016A,Barnet
E01000257,Barnet 017B,Barnet
E01000258,Barnet 016B,Barnet
E01000259,Barnet 025D,Barnet
E01000260,Barnet 025E,Barnet
E01000261,Barnet 017C,Barnet
E01000262,Barnet 017D,Barnet
E01000263,Barnet 016C,Barnet
E01000264,Barnet 016D,Barnet
E01000265,Barnet 011A,Barnet
E01000266,Barnet 011B,Barnet
E01000267,Barnet 005A,Barnet
E01000268,Barnet 005B,Barnet
E01000269,Barnet 005C,Barnet
E01000270,Barnet 005D,Barnet
E01000271,Barnet 008A,Barnet
E01000272,Barnet 008B,Barnet
E01000273,Barnet 008C,Barnet
E01000274,Barnet 011C,Barnet
E01000275,Barnet 012A,Barnet
E01000276,Barnet 020A,Barnet
E01000277,Barnet 012B,Barnet
E01000278,Barnet 020B,Barnet
E01000279,Barnet 007C,Barnet
E01000280,Barnet 007D,Barnet
E01000281,Barnet 008D,Barnet
E01000282,Barnet 008E,Barnet
E01000283,Barnet 012C,Barnet
E01000284,Barnet 012D,Barnet
E01000285,Barnet 004A,Barnet
E01000286,Barnet 007E,Barnet
E01000287,Barnet 004B,Barnet
E01000288,Barnet 004C,Barnet
E01000289,Barnet 004D,Barnet
E01000290,Barnet 007F,Barnet
E01000291,Barnet 004E,Barnet
E01000292,Barnet 001E,Barnet
E01000293,Barnet 001F,Barnet
E01000294,Barnet 004F,Barnet
E01000295,Barnet 023B,Barnet
E01000296,Barnet 023C,Barnet
E01000297,Barnet 027D,Barnet
E01000298,Barnet 023D,Barnet
E01000299,Barnet 019A,Barnet
E01000300,Barnet 019B,Barnet
E01000301,Barnet 020C,Barnet
E01000302,Barnet 019C,Barnet
E01000303,Barnet 020D,Barnet
E01000304,Barnet 020E,Barnet
E01000305,Barnet 036B,Barnet
E01000306,Barnet 036C,Barnet
E01000307,Barnet 039D,Barnet
E01000308,Barnet 036D,Barnet
E01000309,Barnet 031D,Barnet
E01000310,Barnet 034C,Barnet
E01000311,Barnet 034D,Barnet
E01000312,Barnet 036E,Barnet
E01000313,Barnet 036F,Barnet
E01000314,Barnet 032F,Barnet
E01000315,Barnet 022F,Barnet
E01000316,Barnet 027E,Barnet
E01000317,Barnet 019D,Barnet
E01000318,Barnet 019E,Barnet
E01000319,Barnet 027F,Barnet
E01000320,Barnet 011D,Barnet
E01000321,Barnet 012E,Barnet
E01000322,Barnet 011E,Barnet
E01000323,Barnet 019F,Barnet
E01000324,Barnet 015F,Barnet
E01033572,Barnet 030E,Barnet
E01033573,Barnet 030F,Barnet
E01000325,Bexley 014A,Bexley
E01000326,Bexley 014B,Bexley
E01000327,Bexley 017A,Bexley
E01000328,Bexley 017B,Bexley
E01000329,Bexley 017C,Bexley
E01000330,Bexley 017D,Bexley
E01000331,Bexley 017E,Bexley
E01000332,Bexley 005A,Bexley
E01000333,Bexley 003A,Bexley
E01000334,Bexley 006A,Bexley
E01000335,Bexley 003B,Bexley
E01000336,Bexley 003C,Bexley
E01000337,Bexley 003D,Bexley
E01000338,Bexley 003E,Bexley
E01000339,Bexley 025A,Bexley
E01000340,Bexley 018A,Bexley
E01000341,Bexley 022A,Bexley
E01000342,Bexley 022B,Bexley
E01000343,Bexley 022C,Bexley
E01000344,Bexley 025B,Bexley
E01000345,Bexley 022D,Bexley
E01000346,Bexley 021A,Bexley
E01000347,Bexley 021B,Bexley
E01000348,Bexley 020A,Bexley
E01000349,Bexley 020B,Bexley
E01000350,Bexley 021C,Bexley
E01000351,Bexley 024A,Bexley
E01000352,Bexley 021D,Bexley
E01000353,Bexley 011A,Bexley
E01000354,Bexley 011B,Bexley
E01000355,Bexley 011C,Bexley
E01000356,Bexley 009A,Bexley
E01000357,Bexley 009B,Bexley
E01000358,Bexley 011D,Bexley
E01000359,Bexley 009C,Bexley
E01000360,Bexley 015A,Bexley
E01000361,Bexley 020C,Bexley
E01000362,Bexley 015B,Bexley
E01000363,Bexley 020D,Bexley
E01000364,Bexley 023A,Bexley
E01000365,Bexley 015C,Bexley
E01000366,Bexley 015D,Bexley
E01000367,Bexley 010A,Bexley
E01000368,Bexley 010B,Bexley
E01000369,Bexley 014C,Bexley
E01000370,Bexley 014D,Bexley
E01000371,Bexley 014E,Bexley
E01000372,Bexley 010C,Bexley
E01000373,Bexley 008A,Bexley
E01000374,Bexley 019A,Bexley
E01000375,Bexley 019B,Bexley
E01000376,Bexley 019C,Bexley
E01000377,Bexley 019D,Bexley
E01000378,Bexley 019E,Bexley
E01000379,Bexley 019F,Bexley
E01000380,Bexley 010D,Bexley
E01000381,Bexley 028A,Bexley
E01000382,Bexley 027A,Bexley
E01000383,Bexley 028B,Bexley
E01000384,Bexley 027B,Bexley
E01000385,Bexley 028C,Bexley
E01000386,Bexley 028D,Bexley
E01000387,Bexley 027C,Bexley
E01000388,Bexley 016A,Bexley
E01000389,Bexley 020E,Bexley
E01000390,Bexley 020F,Bexley
E01000391,Bexley 021E,Bexley
E01000392,Bexley 016B,Bexley
E01000393,Bexley 020G,Bexley
E01000394,Bexley 015E,Bexley
E01000395,Bexley 018B,Bexley
E01000396,Bexley 018C,Bexley
E01000398,Bexley 029A,Bexley
E01000399,Bexley 029B,Bexley
E01000400,Bexley 029C,Bexley
E01000401,Bexley 013A,Bexley
E01000402,Bexley 005B,Bexley
E01000403,Bexley 004A,Bexley
E01000404,Bexley 004B,Bexley
E01000405,Bexley 004C,Bexley
E01000406,Bexley 005C,Bexley
E01000407,Bexley 005D,Bexley
E01000408,Bexley 004D,Bexley
E01000409,Bexley 016C,Bexley
E01000410,Bexley 018D,Bexley
E01000411,Bexley 016D,Bexley
E01000412,Bexley 018E,Bexley
E01000413,Bexley 018F,Bexley
E01000414,Bexley 016E,Bexley
E01000415,Bexley 016F,Bexley
E01000416,Bexley 002A,Bexley
E01000417,Bexley 006B,Bexley
E01000418,Bexley 002B,Bexley
E01000419,Bexley 006C,Bexley
E01000420,Bexley 006D,Bexley
E01000421,Bexley 009D,Bexley
E01000422,Bexley 002C,Bexley
E01000423,Bexley 025C,Bexley
E01000424,Bexley 026A,Bexley
E01000425,Bexley 025D,Bexley
E01000426,Bexley 026B,Bexley
E01000427,Bexley 026C,Bexley
E01000428,Bexley 027D,Bexley
E01000429,Bexley 008B,Bexley
E01000430,Bexley 008C,Bexley
E01000431,Bexley 008D,Bexley
E01000432,Bexley 008E,Bexley
E01000433,Bexley 008F,Bexley
E01000434,Bexley 008G,Bexley
E01000435,Bexley 010E,Bexley
E01000436,Bexley 011E,Bexley
E01000437,Bexley 007A,Bexley
E01000438,Bexley 007B,Bexley
E01000439,Bexley 007C,Bexley
E01000440,Bexley 007D,Bexley
E01000441,Bexley 007E,Bexley
E01000442,Bexley 006E,Bexley
E01000443,Bexley 024B,Bexley
E01000444,Bexley 023B,Bexley
E01000445,Bexley 024C,Bexley
E01000446,Bexley 024D,Bexley
E01000447,Bexley 023C,Bexley
E01000448,Bexley 023D,Bexley
E01000449,Bexley 023E,Bexley
E01000450,Bexley 009E,Bexley
E01000451,Bexley 009F,Bexley
E01000452,Bexley 009G,Bexley
E01000453,Bexley 013B,Bexley
E01000454,Bexley 013C,Bexley
E01000455,Bexley 013D,Bexley
E01000456,Bexley 013E,Bexley
E01000457,Bexley 026D,Bexley
E01000458,Bexley 027E,Bexley
E01000459,Bexley 027F,Bexley
E01000460,Bexley 022E,Bexley
E01000461,Bexley 024E,Bexley
E01000462,Bexley 026E,Bexley
E01000463,Bexley 025E,Bexley
E01000464,Bexley 002D,Bexley
E01000465,Bexley 002E,Bexley
E01000466,Bexley 001A,Bexley
E01000467,Bexley 001B,Bexley
E01000468,Bexley 001C,Bexley
E01000469,Bexley 001D,Bexley
E01000470,Bexley 002F,Bexley
E01032566,Bexley 029D,Bexley
E01000471,Brent 026A,Brent
E01000472,Brent 029A,Brent
E01000473,Brent 029B,Brent
E01000474,Brent 026B,Brent
E01000475,Brent 029C,Brent
E01000476,Brent 026C,Brent
E01000477,Brent 026D,Brent
E01000478,Brent 029D,Brent
E01000479,Brent 009A,Brent
E01000480,Brent 006A,Brent
E01000481,Brent 009B,Brent
E01000482,Brent 009C,Brent
E01000483,Brent 009D,Brent
E01000484,Brent 006B,Brent
E01000485,Brent 006C,Brent
E01000486,Brent 006D,Brent
E01000487,Brent 006E,Brent
E01000488,Brent 022A,Brent
E01000489,Brent 030A,Brent
E01000490,Brent 023A,Brent
E01000491,Brent 030B,Brent
E01000492,Brent 030C,Brent
E01000493,Brent 030D,Brent
E01000494,Brent 023B,Brent
E01000495,Brent 023C,Brent
E01000497,Brent 011A,Brent
E01000498,Brent 010B,Brent
E01000499,Brent 011B,Brent
E01000501,Brent 011C,Brent
E01000502,Brent 011D,Brent
E01000503,Brent 011E,Brent
E01000504,Brent 018A,Brent
E01000505,Brent 018B,Brent
E01000506,Brent 014A,Brent
E01000507,Brent 018C,Brent
E01000508,Brent 025A,Brent
E01000509,Brent 014B,Brent
E01000510,Brent 014C,Brent
E01000511,Brent 014D,Brent
E01000512,Brent 018D,Brent
E01000513,Brent 002A,Brent
E01000514,Brent 002B,Brent
E01000515,Brent 003A,Brent
E01000516,Brent 002C,Brent
E01000517,Brent 003B,Brent
E01000518,Brent 005A,Brent
E01000519,Brent 005B,Brent
E01000520,Brent 002D,Brent
E01000521,Brent 025B,Brent
E01000522,Brent 025C,Brent
E01000523,Brent 031A,Brent
E01000524,Brent 031B,Brent
E01000525,Brent 031C,Brent
E01000526,Brent 025D,Brent
E01000527,Brent 025E,Brent
E01000528,Brent 025F,Brent
E01000530,Brent 033A,Brent
E01000531,Brent 033B,Brent
E01000532,Brent 033C,Brent
E01000533,Brent 031E,Brent
E01000534,Brent 033D,Brent
E01000535,Brent 031F,Brent
E01000536,Brent 004A,Brent
E01000538,Brent 004B,Brent
E01000539,Brent 004C,Brent
E01000540,Brent 004D,Brent
E01000541,Brent 004E,Brent
E01000543,Brent 003E,Brent
E01000544,Brent 034A,Brent
E01000545,Brent 028A,Brent
E01000546,Brent 028B,Brent
E01000547,Brent 028C,Brent
E01000548,Brent 028D,Brent
E01000549,Brent 028E,Brent
E01000550,Brent 034B,Brent
E01000551,Brent 034C,Brent
E01000552,Brent 034D,Brent
E01000553,Brent 015A,Brent
E01000554,Brent 015B,Brent
E01000555,Brent 015C,Brent
E01000556,Brent 015D,Brent
E01000557,Brent 015E,Brent
E01000558,Brent 015F,Brent
E01000559,Brent 018E,Brent
E01000560,Brent 023D,Brent
E01000561,Brent 023E,Brent
E01000562,Brent 008A,Brent
E01000563,Brent 008B,Brent
E01000564,Brent 013A,Brent
E01000565,Brent 013B,Brent
E01000566,Brent 008C,Brent
E01000567,Brent 016A,Brent
E01000568,Brent 008D,Brent
E01000569,Brent 008E,Brent
E01000570,Brent 012A,Brent
E01000571,Brent 012B,Brent
E01000572,Brent 007A,Brent
E01000573,Brent 007B,Brent
E01000574,Brent 007C,Brent
E01000575,Brent 007D,Brent
E01000576,Brent 012C,Brent
E01000577,Brent 007E,Brent
E01000578,Brent 012D,Brent
E01000579,Brent 032A,Brent
E01000580,Brent 032B,Brent
E01000581,Brent 030E,Brent
E01000582,Brent 032C,Brent
E01000583,Brent 032D,Brent
E01000584,Brent 033E,Brent
E01000585,Brent 033F,Brent
E01000586,Brent 032E,Brent
E01000587,Brent 001A,Brent
E01000588,Brent 002E,Brent
E01000589,Brent 001B,Brent
E01000590,Brent 001C,Brent
E01000591,Brent 003F,Brent
E01000592,Brent 001D,Brent
E01000593,Brent 001E,Brent
E01000594,Brent 001F,Brent
E01000595,Brent 027A,Brent
E01000596,Brent 021A,Brent
E01000599,Brent 027D,Brent
E01000600,Brent 027E,Brent
E01000601,Brent 021B,Brent
E01000602,Brent 021C,Brent
E01000603,Brent 021D,Brent
E01000604,Brent 021E,Brent
E01000605,Brent 021F,Brent
E01000606,Brent 016B,Brent
E01000607,Brent 013C,Brent
E01000608,Brent 013D,Brent
E01000609,Brent 016C,Brent
E01000610,Brent 019A,Brent
E01000611,Brent 016D,Brent
E01000612,Brent 019B,Brent
E01000613,Brent 013E,Brent
E01000615,Brent 017B,Brent
E01000616,Brent 020A,Brent
E01000617,Brent 017C,Brent
E01000618,Brent 017D,Brent
E01000619,Brent 017E,Brent
E01000620,Brent 020B,Brent
E01000621,Brent 020C,Brent
E01000622,Brent 010D,Brent
E01000623,Brent 005C,Brent
E01000624,Brent 005D,Brent
E01000625,Brent 009E,Brent
E01000626,Brent 010E,Brent
E01000627,Brent 014E,Brent
E01000628,Brent 014F,Brent
E01000629,Brent 005E,Brent
E01000630,Brent 026E,Brent
E01000631,Brent 019C,Brent
E01000632,Brent 029E,Brent
E01000633,Brent 019D,Brent
E01000634,Brent 019E,Brent
E01000635,Brent 020D,Brent
E01000636,Brent 020E,Brent
E01000637,Brent 022B,Brent
E01000638,Brent 024A,Brent
E01000639,Brent 022C,Brent
E01000640,Brent 024B,Brent
E01000641,Brent 024C,Brent
E01000642,Brent 022D,Brent
E01000643,Brent 024D,Brent
E01000644,Brent 022E,Brent
E01033424,Brent 017F,Brent
E01033455,Brent 031G,Brent
E01033456,Brent 027F,Brent
E01033457,Brent 017G,Brent
E01033463,Brent 003G,Brent
E01033464,Brent 010F,Brent
E01033485,Brent 031H,Brent
E01000645,Bromley 007A,Bromley
E01000646,Bromley 016A,Bromley
E01000647,Bromley 016B,Bromley
E01000648,Bromley 016C,Bromley
E01000649,Bromley 007B,Bromley
E01000650,Bromley 022A,Bromley
E01000651,Bromley 020A,Bromley
E01000652,Bromley 022B,Bromley
E01000653,Bromley 016D,Bromley
E01000654,Bromley 039A,Bromley
E01000655,Bromley 039B,Bromley
E01000656,Bromley 039C,Bromley
E01000657,Bromley 039D,Bromley
E01000658,Bromley 042A,Bromley
E01000659,Bromley 039E,Bromley
E01000661,Bromley 026A,Bromley
E01000662,Bromley 026B,Bromley
E01000663,Bromley 026C,Bromley
E01000664,Bromley 026D,Bromley
E01000665,Bromley 033A,Bromley
E01000666,Bromley 033B,Bromley
E01000667,Bromley 033C,Bromley
E01000668,Bromley 020B,Bromley
E01000669,Bromley 020C,Bromley
E01000670,Bromley 018A,Bromley
E01000671,Bromley 020D,Bromley
E01000672,Bromley 011A,Bromley
E01000673,Bromley 011B,Bromley
E01000674,Bromley 008A,Bromley
E01000675,Bromley 018B,Bromley
E01000676,Bromley 008B,Bromley
E01000677,Bromley 018C,Bromley
E01000678,Bromley 016E,Bromley
E01000679,Bromley 020E,Bromley
E01000680,Bromley 037A,Bromley
E01000681,Bromley 035A,Bromley
E01000682,Bromley 035B,Bromley
E01000683,Bromley 035C,Bromley
E01000684,Bromley 035D,Bromley
E01000685,Bromley 037B,Bromley
E01000686,Bromley 037C,Bromley
E01000687,Bromley 037D,Bromley
E01000688,Bromley 037E,Bromley
E01000689,Bromley 002A,Bromley
E01000690,Bromley 002B,Bromley
E01000691,Bromley 002C,Bromley
E01000692,Bromley 002D,Bromley
E01000693,Bromley 010A,Bromley
E01000694,Bromley 007C,Bromley
E01000695,Bromley 007D,Bromley
E01000696,Bromley 007E,Bromley
E01000697,Bromley 007F,Bromley
E01000698,Bromley 010B,Bromley
E01000699,Bromley 015A,Bromley
E01000700,Bromley 013A,Bromley
E01000701,Bromley 015B,Bromley
E01000702,Bromley 013B,Bromley
E01000703,Bromley 013C,Bromley
E01000704,Bromley 015C,Bromley
E01000705,Bromley 015D,Bromley
E01000706,Bromley 013D,Bromley
E01000707,Bromley 041A,Bromley
E01000708,Bromley 041B,Bromley
E01000709,Bromley 006A,Bromley
E01000710,Bromley 006B,Bromley
E01000711,Bromley 006C,Bromley
E01000712,Bromley 012A,Bromley
E01000713,Bromley 012B,Bromley
E01000714,Bromley 006D,Bromley
E01000715,Bromley 012C,Bromley
E01000716,Bromley 011C,Bromley
E01000717,Bromley 011D,Bromley
E01000718,Bromley 006E,Bromley
E01000719,Bromley 019A,Bromley
E01000720,Bromley 019B,Bromley
E01000721,Bromley 019C,Bromley
E01000722,Bromley 023A,Bromley
E01000723,Bromley 029A,Bromley
E01000724,Bromley 019D,Bromley
E01000725,Bromley 023B,Bromley
E01000726,Bromley 029B,Bromley
E01000727,Bromley 028A,Bromley
E01000728,Bromley 019E,Bromley
E01000729,Bromley 014A,Bromley
E01000730,Bromley 014B,Bromley
E01000731,Bromley 023C,Bromley
E01000732,Bromley 023D,Bromley
E01000733,Bromley 023E,Bromley
E01000734,Bromley 028B,Bromley
